,title,url,rating,no_ratings,desc,price
786,Bali Rafting with Toekad,/AttractionProductReview-g608496-d17565390-Bali_Rafting_with_Toekad-Tabanan_Bali.html,5,0,"On this experience, delve into the wilds of Bali with an exuberant trip along the province’s longest river. Feel your heart race as you encounter rapids, then calm down in tranquil pools and pacific waterfalls. From",783.54
787,Bali Activity: Telaga Waja White Water Rafting,/AttractionProductReview-g294226-d17350978-Bali_Activity_Telaga_Waja_White_Water_Rafting-Bali.html,5,0,"Telaga Waja White Water Rafting is exciting experience for 3 hours paddle down the river with refreshing water and good current flowing. We offer beautiful scenery of the rain forest, rice field, stone cliffs and","1,240.60"
788,Uluwatu Temple during Sunset (with Kecak Fire Dance),/AttractionProductReview-g1219108-d15642365-Uluwatu_Temple_during_Sunset_with_Kecak_Fire_Dance-Ungasan_Nusa_Dua_Peninsula_Bal.html,2,0,Experience this half day tour by chartered car that showcases the beautiful scenery of Bali. This trip will bring you to see the extraordinary architecture of Bali Uluwatu temple with sunset backdrop & enjoy,"1,523.72"
789,Best of Bali Private Shore Excursions,/AttractionProductReview-g469404-d14445806-Best_of_Bali_Private_Shore_Excursions-Seminyak_Kuta_District_Bali.html,5,0,"When you're in port on the island of Bali, take a private shore excursion to see some of the most popular cultural and natural attractions. You'll visit Tegalalang Rice Terrace, Gunung Kawi Sebatu Temple (known for","2,089.43"
790,"Wonderful Ubud Day Tour, Bali.",/AttractionProductReview-g608496-d15885316-Wonderful_Ubud_Day_Tour_Bali-Tabanan_Bali.html,5,0,"Ubud is a village that located in the middle part of Bali island, this is one of the most beautiful place to see during your staying in Bali. This tour package is to know more about Ubud village and the countryside,","4,440.03"
791,Private Bali Airport Arrival Transfer: Airport to Hotel (Arrival),/AttractionProductReview-g294226-d15241101-Private_Bali_Airport_Arrival_Transfer_Airport_to_Hotel_Arrival-Bali.html,5,0,Ensure a smooth and great value holiday by pre-booking private arrival transfer from Bali International/Domestic airport (DPS) to various hotel destinations in Bali. Have your private driver waiting on the arrival,313.41
792,7-Day Bali Kura-Kura Shuttle Bus Pass,/AttractionProductReview-g1219108-d12577391-7_Day_Bali_Kura_Kura_Shuttle_Bus_Pass-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,0,"Combine the convenience of a guided tour and the flexibility of independent travel with a 7-day pass for the Kura-Kura shuttle bus. Enjoy unlimited use of the bus routes and devise your own itinerary, visiting",980.99
793,Ubud Jungle Swing with free Coffee Testing & Return Transfer,/AttractionProductReview-g608496-d14167041-Ubud_Jungle_Swing_with_free_Coffee_Testing_Return_Transfer-Tabanan_Bali.html,4,0,"Visit a coffee plantation for a tasting and photo shoot on the jungle swing during this half-day Bali tour. Have a tasting of lusaka coffee, ginger tea, and other specialties, while looking over the scenic","1,305.89"
794,Exploring The Natural Beauty Of Bedugul In A Day,/AttractionProductReview-g608496-d14011320-Exploring_The_Natural_Beauty_Of_Bedugul_In_A_Day-Tabanan_Bali.html,5,0,"Visit Bedugul area in a day to explore its beauty which is still natural and not much touched by humans. Visit the most beautiful temple of Bratan Temple at Lake Bratan, visit some local balinese traditional","3,395.32"
795,Private Ubud Tour Car Charter And Customs Itinerary,/AttractionProductReview-g469404-d16702331-Private_Ubud_Tour_Car_Charter_And_Customs_Itinerary-Seminyak_Kuta_District_Bali.html,5,0,"Select, Choose, and Create your own Ubud Tour Itinerary. Using our Private Ubud Tour Charter Service you are able to skip the site you are not interested and only visit the sites in Ubud that you are interested to",470.12
796,"UBUD ,WATERFALLS AND ,SWING DAY TOUR",/AttractionProductReview-g469404-d14084253-UBUD_WATERFALLS_AND_SWING_DAY_TOUR-Seminyak_Kuta_District_Bali.html,5,0,"We will offer you the best private tour service on the island, Our ambition is to combine your interests, wishes and ideas with our experience and professional expertise to create your own unique Bali traveling","1,305.89"
797,BALI FULL DAY CYCLING TOUR,/AttractionProductReview-g608496-d17515869-BALI_FULL_DAY_CYCLING_TOUR-Tabanan_Bali.html,5,0,"On this sharing tour we would escort you to see and experienced many things from the bicycle. Such as visit coffee plantation and learn the process of making great Bali coffee, start at the bamboo forest which is","1,932.72"
798,Yogyakarta Instagram Tour: Scenic Place to Visit,/AttractionProductReview-g12872450-d17473507-Yogyakarta_Instagram_Tour_Scenic_Place_to_Visit-Sleman_District_Yogyakarta_Regio.html,5,0,Do you need epic photo stocks to post in your Instagram? Yogyakarta Instagram Tour is the answer! There are many happening places you have to visit in Yogyakarta. Prepare your camera and snap epic photos in each,"1,567.07"
799,Private Jogja Day Trip from Yogyakarta with Hotel Pickup,/AttractionProductReview-g12872450-d12576016-Private_Jogja_Day_Trip_from_Yogyakarta_with_Hotel_Pickup-Sleman_District_Yogyaka.html,5,0,"Discover the historic monuments and rich cultural heritage of Yogyakarta on this private tour and benefit from the undivided attention of your guide. In the morning, visit sights including the Sultan's Palace, Taman","3,003.55"
800,Ubud Private Tour,/AttractionProductReview-g608496-d15831294-Ubud_Private_Tour-Tabanan_Bali.html,5,0,"Ubud private tour is a choice for those who like to see culture and the beauty of Ubud and it's surroundings. On this tour, our driver/guide will take you to some temples, rice terrace and the iconic Ubud Market and",652.95
801,"Bali Parasailing, Banana Boat, Jet Skiing",/AttractionProductReview-g469404-d17515905-Bali_Parasailing_Banana_Boat_Jet_Skiing-Seminyak_Kuta_District_Bali.html,5,0,This is the best water sports activities that you could do and experience in Bali. You could choose only Parasailing or Banana Boat ride or Jet Skiing or you could do all of those only in one day. All safety,470.12
802,Rural Bali Mountain Bike Tour,/AttractionProductReview-g469404-d11455514-Rural_Bali_Mountain_Bike_Tour-Seminyak_Kuta_District_Bali.html,5,0,"Explore the emerald green rice fields of rural South Bali on a 2.5-hour bike tour, led by an experienced local guide. Set out from Kerobokan or the beach resort area of Seminyak, and cycle between stunning villas,","1,828.25"
803,"Solo or Group Tour - 10 Hours, 3 Persons Max",/AttractionProductReview-g608496-d15766611-Solo_or_Group_Tour_10_Hours_3_Persons_Max-Tabanan_Bali.html,5,0,Private day tour. You will see locations that are my favourites as well as famous landmarks and attractions. See Bali with Henni's eyes. Up to 3 people can be guided at once. This is a personal and private tour. You,"3,395.32"
804,Tanah Lot & Unesco Heritage Tour - Full Day Tour,/AttractionProductReview-g294226-d15695833-Tanah_Lot_Unesco_Heritage_Tour_Full_Day_Tour-Bali.html,5,0,"Discover the top attractions of Bali at your own pace on a private 8- to 10-hour tour. Highlights include Taman Ayun Temple, Ulun Danu Temple, and the Jatiluwih Rice Terraces. Perfect for couples and families, you","1,253.66"
805,Best Of Ubud : One Day Hidden Waterfall Tour with Kehen Temple,/AttractionProductReview-g469404-d16672472-Best_Of_Ubud_One_Day_Hidden_Waterfall_Tour_with_Kehen_Temple-Seminyak_Kuta_Distric.html,4,0,"Enjoy a personalized experience with a private tour, including round-trip transportation from your port. Heading to Batuan Temple, Learn about Balinese culture with a knowledgeable guide. Experience how local",522.36
806,"2 Hour Cable Park - Knee Boarding, Water Skiing or Wake Boarding",/AttractionProductReview-g469404-d17223483-2_Hour_Cable_Park_Knee_Boarding_Water_Skiing_or_Wake_Boarding-Seminyak_Kuta_Distri.html,5,0,"The most fun you’ll ever have getting wet in Bali!All in one glorious island setting – Bali’s first (and only!) cable wake park, and Asia’s largest inflatable aqua park.Don’t know how? No problem! Find out how easy","1,934.63"
807,Borobudur Temple Admission Ticket,/AttractionProductReview-g297712-d13797881-Borobudur_Temple_Admission_Ticket-Semarang_Central_Java_Java.html,5,0,"No visit to Yogyakarta is complete without witnessing Borobudur, the majestic 8th-century Buddhist temple that’s Indonesia’s greatest religious monument. Plan ahead by securing your entrance tickets in advance.","1,305.89"
808,Private Bali Arrival Transfer,/AttractionProductReview-g469404-d11446142-Private_Bali_Arrival_Transfer-Seminyak_Kuta_District_Bali.html,3,0,"Ensure a hassle-free start to your Bali vacation by pre-booking this convenient private arrival transfer. Your driver will meet you on arrival at Ngurah Rai International Airport, help with your luggage and drive",235.06
809,Ngurah Rai International Airport Private Arrival Transfer,/AttractionProductReview-g469404-d11456025-Ngurah_Rai_International_Airport_Private_Arrival_Transfer-Seminyak_Kuta_District_B.html,5,0,Enjoy a hassle-free arrival in Bali with this private transfer service by air-conditioned private vehicle. Meet your professional driver at Ngurah Rai International Airport — also known as Denpasar International,652.95
810,Airport Pick Up & Drop Service with Premium Car,/AttractionProductReview-g469404-d15574054-Airport_Pick_Up_Drop_Service_with_Premium_Car-Seminyak_Kuta_District_Bali.html,5,0,• Enjoy the warm meet & greet service of your pick up or drop from airport or hotel and the time punctuality. Begin your holiday in Bali with felling the  good impression after long journey from,992.48
811,Barong Dance Show Bali All in Admission Ticket,/AttractionProductReview-g608496-d15616267-Barong_Dance_Show_Bali_All_in_Admission_Ticket-Tabanan_Bali.html,5,0,Get enchanted by the mesmerizing scene of the Barong Dance Show as you enjoy the performance. The story itself tells about the war of King Erlangga and his human soldiers against his mother Rangda and her troop of,470.12
812,Jungle Swing- Monkey Forest- Elephant Cave- Waterfall- Barong...,/AttractionProductReview-g1219108-d16722458-Jungle_Swing_Monkey_Forest_Elephant_Cave_Waterfall_Barong_Dance_with_Guide-Ungasa.html,5,0,"Exploring nature, tradition, history, and the popular place in bali with experience tour guide. All the tours we provide are private and we will always make sure your needs fit with our service.Highlight - Visit",626.83
813,Jakarta Night Tour : Enjoyable Night time in Jakarta (Hotel Pick-up),/AttractionProductReview-g294229-d17988124-Jakarta_Night_Tour_Enjoyable_Night_time_in_Jakarta_Hotel_Pick_up-Jakarta_Java.html,4.5,0,"Jakarta is a city that never sleeps, it would be very interesting if you try to explore Jakarta at night, see monuments that are very bright, try local food, and see the activities of the nightlife in Jakarta. make","2,611.78"
814,Bali Paragliding tours with private Hotel transfer And in flight...,/AttractionProductReview-g469404-d17743606-Bali_Paragliding_tours_with_private_Hotel_transfer_And_in_flight_Photos_Videos-Sem.html,5,0,"Fly in Bali and experience bird eye tour of beach and cliff with Bali's first and best paragliding provider in Bali, Operated since 1995 to present, Fly at Timbis paragliding site, The first and safest paragliding","5,745.93"
815,Bali Tour Packages 3 Days : Best Bali Short Trip,/AttractionProductReview-g1380108-d17685375-Bali_Tour_Packages_3_Days_Best_Bali_Short_Trip-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,0,Bali Tour Packages 3 Days is one of the best Bali Tour Packages that we design for traveler who has a short holidays with exciting experience to visit the southern part and central part of Bali Island. Our packages,"4,962.39"
816,Mount Rinjani Trekking in 2Days 1Night Senaru Crater Rim Suitable For...,/AttractionProductReview-g297733-d17681877-Mount_Rinjani_Trekking_in_2Days_1Night_Senaru_Crater_Rim_Suitable_For_Beginners-Lo.html,5,0,"Rinjani trekking package 2 days 1 night senaru crater rim, is for you, if you’re looking for Mt Rinjani package for beginners, Trek through a pristine rainforest and build your camp on the crater rim of Mount","13,058.92"
817,From Bali: Beginner Scuba Diving Trip to Nusa Lembongan and Nusa...,/AttractionProductReview-g469404-d17823428-From_Bali_Beginner_Scuba_Diving_Trip_to_Nusa_Lembongan_and_Nusa_Penida-Seminyak_Ku.html,5,0,This trip is good for people who want to experience diving but have no diving certificate. It's even better as it only takes one day from Bali without staying in the island if you don't have time to.This daily trips,"7,051.82"
818,Mount Fuji & Sake Tour from Tokyo – Full Day,/AttractionProductReview-g298184-d17824891-Mount_Fuji_Sake_Tour_from_Tokyo_Full_Day-Tokyo_Tokyo_Prefecture_Kanto.html,5,0,"● Admire iconic Mount Fuji from Mount Fuji Ropeway and explore the surrounding region● Visit the Fuji Wind Cave lava tube and Ice Cave, a nationally designated Natural Monument● Sample sake during a tasting","6,007.10"
819,Sunset at Komodo Island,/AttractionProductReview-g15240293-d17808800-Sunset_at_Komodo_Island-Liang_Ndara_East_Nusa_Tenggara.html,5,0,"At midday, embark on a speedboat to explore the Komodo National Park. Start the journey to explore Rinca Island to see Komodo Lizard Dragon at their natural habitat followed by another hike to the top of Kelor","5,380.28"
820,Senaru Trekking: 2 Days 1 Night Crater rim Senaru - Group/Sharing...,/AttractionProductReview-g297733-d17774127-Senaru_Trekking_2_Days_1_Night_Crater_rim_Senaru_Group_Sharing_Package-Lombok_West.html,5,0,"Trekking Mount Rinjani 2 days to crater Rim Senaru will give you experience stay one night Senaru crater Rim Rinjani, from crater Rim Senaru you will see amazing Segara Anak view.This program is suitable for","8,880.07"
